Nombre,Institucion.Evento,Ciudad,Lugar,Formato,Fecha,anio,Tipo,Cantidad,Rol,Links,title_clean
rOpenSci. Reproducible Open Science for (and by) All,Toronto Workshop on Reproducibility / Hybrid (Global),Toronto,Global,Hybrid,23/02/2023,2023,Invited Talk,200,Speaker,,ropensci. reproducible open science for (and by) all
rOpenSci Champions Program. A mentoring & training program for Scientific Open Source Champions,EuroBioImaging,,Europe,Online,16/02/2023,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_eurobioimaging/,ropensci champions program. a mentoring & training program for scientific open source champions
Multilingual Publishing,Bioconductor,,Global,Online,09/02/2023,2023,Invited Talk,25,Speaker,https://yabellini.netlify.app/talk/2023_bioconductor/,multilingual publishing
rOpenSci Mentoring & training program for Scientific Open Source Champions - Champions and mentors 1,rOpenSci,,Global,Online,27/01/2023,2023,Regular Talk,10,Speaker,https://yabellini.netlify.app/talk/2023_kickoff_meting_2/,ropensci mentoring & training program for scientific open source champions - champions and mentors 1
rOpenSci Mentoring & training program for Scientific Open Source Champions - Champions and mentors 2,rOpenSci,,Global,Online,24/01/2023,2023,Regular Talk,10,Speaker,,ropensci mentoring & training program for scientific open source champions - champions and mentors 2
rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 1,rOpenSci,,Global,Online,04/12/2023,2023,Regular Talk,2,Speaker,,ropensci mentoring & training program for scientific open source champions - mentors 1
rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 2,rOpenSci,,Global,Online,05/12/2023,2023,Regular Talk,5,Speaker,,ropensci mentoring & training program for scientific open source champions - mentors 2
rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 3,rOpenSci,,Global,Online,04/12/2023,2023,Regular Talk,4,Speaker,,ropensci mentoring & training program for scientific open source champions - mentors 3
Proyecto Multilingüe,rOpenSci,,Global,Online,23/11/2023,2023,Community Call,20,Organizer,,proyecto multilingüe
Multilingual Publishing,rOpenSci,,Global,Online,21/11/2023,2023,Community Call,20,Organizer,,multilingual publishing
R in Government,rOpenSci,,Global,Online,31/10/2023,2023,Community Call,60,Organizer,,r in government
Mentoring & training program for Scientific Open Source Champions,rOpenSci,,Global,Online,25/07/2023,2023,Community Call,30,Organizer,,mentoring & training program for scientific open source champions
A Journey through Arrow in R,rOpenSci,,Global,Online,28/06/2023,2023,Community Call,60,Organizer,,a journey through arrow in r
{targets} in Action,rOpenSci,,Global,Online,31/01/2023,2023,Community Call,90,Organizer,,{targets} in action
Making a PACT for engaging virtual meetings and events,rOpenSci,,Global,Online,15/02/2023,2023,Course,10,Organizer,,making a pact for engaging virtual meetings and events
Package development: the mechanics,rOpenSci,,Global,Online,14/03/2023,2023,Course,20,Teacher Assistant,,package development: the mechanics
Package development: not rocket science,rOpenSci,,Global,Online,23/03/2023,2023,Course,20,Teacher Assistant,,package development: not rocket science
How rOpenSci performs peer review (Mauro Lepore),rOpenSci,,Global,Online,04/04/2023,2023,Course,20,Organizer,,how ropensci performs peer review (mauro lepore)
How to contribute to base R (Heather Turner),rOpenSci,,Global,Online,18/05/2023,2023,Course,20,Organizer,,how to contribute to base r (heather turner)
Developing software together (Paola Corrales & Yanina Bellini Saibene),rOpenSci,,Global,Online,19/05/2023,2023,Course,20,Teacher,,developing software together (paola corrales & yanina bellini saibene)
Kickoff meeting for champions and mentors,rOpenSci,,Global,Online,24/01/2023,2023,Course,10,Organizer,,kickoff meeting for champions and mentors
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,19/06/2023,2023,Course,10,Organizer,,cohort meeting - champions program 2022-2023
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,27/06/2023,2023,Course,10,Organizer,,cohort meeting - champions program 2022-2023
Kickoff meeting for champions and mentors,rOpenSci,,Global,Online,27/01/2023,2023,Course,10,Organizer,,kickoff meeting for champions and mentors
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,23/08/2023,2023,Course,10,Organizer,,cohort meeting - champions program 2022-2023
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,31/08/2023,2023,Course,10,Organizer,,cohort meeting - champions program 2022-2023
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,24/11/2023,2023,Course,15,Organizer,,cohort meeting - champions program 2022-2023
Spring Cleaning for R packages and Scripts,rOpenSci,,Global,Online,03/05/2023,2023,Coworking,10,Organizer,https://ropensci.org/events/coworking-2023-05/,spring cleaning for r packages and scripts
Champions Program Application Clinic,rOpenSci,,Global,Online,23/08/2023,2023,Coworking,8,Organizer,https://ropensci.org/events/coworking-2023-08-23/,champions program application clinic
Champions Program Application Clinic,rOpenSci,,Global,Online,27/08/2023,2023,Coworking,5,Organizer,https://ropensci.org/events/coworking-2023-08-17/,champions program application clinic
Causal Inference,PositConf 2023,,Global,In person,19y20 Septiembre de 2023,2023,Course,60,Teacher Assistant,,causal inference
Champions Program Kickoff Meeting - 1,rOpenSci Champions Program,,Global,Online,29-01-2024,2024,Course,15,Teacher,,champions program kickoff meeting - 1
Champions Program Kickoff Meeting - 2,rOpenSci Champions Program,,Global,Online,30-01-2024,2024,Course,5,Teacher,,champions program kickoff meeting - 2
Mentorship Training and Orientation,rOpenSci Champions Program,,Global,Online,14-02-2024,2024,Course,20,Teacher,,mentorship training and orientation
Beautiful Code. Because we are worthy,rOpenSci Champions Program,,Global,Online,15/02/2024,2024,Course,15,Teacher Assistant,,beautiful code. because we are worthy
Package Development - The Mechanics Session 1,rOpenSci Champions Program,,Global,Online,22/02/2024,2024,Course,12,Teacher Assistant,,package development - the mechanics session 1
Package Development - The Mechanics Session 2,rOpenSci Champions Program,,Global,Online,29/02/2024,2024,Course,15,Teacher Assistant,,package development - the mechanics session 2
Package Development - The Mechanics Session 3,rOpenSci Champions Program,,Global,Online,07/03/2024,2024,Course,10,Teacher Assistant,,package development - the mechanics session 3
Package Development - Not Rocket Science,rOpenSci Champions Program,,Global,Online,10/03/2024,2024,Course,12,Teacher Assistant,,package development - not rocket science
How to contribute to open projects and communities,rOpenSci Champions Program,,Global,Online,03-04-2024,2024,Course,10,Teacher,,how to contribute to open projects and communities
Reproducible Open Science by and for All,CZI Open Science 2024,Boston,USA,In person,14/06/2024,2024,Invited Talk,300,Speaker,https://yabellini.netlify.app/talk/2024_czi_boston/,reproducible open science by and for all
Amplificando voces: minorías en la frontera de la IA en la comunidad R,VIII International Seminar on Statistics with R.,,Brasil,Hybrid,04/06/2024,2024,Invited Talk,300,Speaker,https://yabellini.netlify.app/talk/2024_ser_brasil/,amplificando voces: minorías en la frontera de la ia en la comunidad r
Yani Bellini Saibene on better scientific coding communities,Sustain Podcast,,Global,Online,12/04/2024,2024,Podcast,2000,Speaker,https://yabellini.netlify.app/talk/2024_sustain_podcast/,yani bellini saibene on better scientific coding communities
rOpenSci and the Peer-Review of Research Software,BioPackhaton,,Japon,Online,11/12/2024,2024,Invited Talk,11,Speaker,https://yabellini.netlify.app/talk/2024_biopackhaton/,ropensci and the peer-review of research software
Using GitHub Copilot (and other LLM) with R,R-Ladies Rome,Rome,Global,Online,10/12/2024,2024,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2024_r-ladiesrome/,using github copilot (and other llm) with r
Usando Quarto Live para tutoriales interactivos,LatinR 2024,,Global,Online,22/11/2024,2024,Regular Talk,800,Speaker,https://yabellini.netlify.app/talk/2024_latinr_quartolive/,usando quarto live para tutoriales interactivos
The stories behind your community numbers,CarpentryConnect,Heilderberg,Alemania,Hybrid,14/12/2024,2024,Keynote,200,Speaker,https://yabellini.netlify.app/talk/2024_carpentryconbiont/,the stories behind your community numbers
Unlocking Insights from LatinR. Collaboration and Innovation in Data Science,RConsortium Webinars,,Global,Online,22/10/2024,2024,Invited Talk,200,Speaker,https://yabellini.netlify.app/talk/2024_rconsortium_latinr/,unlocking insights from latinr. collaboration and innovation in data science
R-Ladies Global & Other #RStats Communities,Ghana R User Groups,,Global,Online,14/09/2024,2024,Invited Talk,50,Speaker,https://yabellini.netlify.app/talk/2024_r-ladies-ghana/,r-ladies global & other #rstats communities
Educación abierta: materiales online al alcance de la mano,Innovation Day 2024 - Universidad Austral,Rosario,Argentina,Online,11/12/2024,2024,Lightning talk,200,Speaker,https://yabellini.netlify.app/talk/2024_austral_educacion/,educación abierta: materiales online al alcance de la mano
Making a PACT for engaging virtual meetings and events,rOpenSci Champions Program,,Global,Online,14/08/2024,2024,Course,20,Organizer,,making a pact for engaging virtual meetings and events
Hermosas presentaciones con Quarto,Santa Rosa Meetup,Santa Rosa,Argentina,Online,16/03/2024,2024,Course,16,Teacher,https://yabellini.netlify.app/talk/2024_quarto_rladiessr/,hermosas presentaciones con quarto
Crossing the Language Barrier,Code for Thought,,Global,Online,12/03/2024,2024,Podcast,200,Speaker,https://yabellini.netlify.app/talk/2024_code_4_thought_podcast/,crossing the language barrier
Fostering Diversity and Sustainability in the Open Source Scientific Software Community. The rOpenSci Champions Program,Open Research Devroom. FOSSDEM,,Global,Online,10/02/2024,2024,Regular Talk,50,Speaker,https://yabellini.netlify.app/talk/2024_devroom/,fostering diversity and sustainability in the open source scientific software community. the ropensci champions program
Research Software Camp: From spreadsheets to R,Software Sustainability Institute,,Global,Online,27/11/2024,2024,Course,30,Teacher,https://www.eventbrite.co.uk/e/research-software-camp-from-spreadsheets-to-r-tickets-1056738235509,research software camp: from spreadsheets to r
"Concurso ""Contar con Datos""",Universidad de San Andres. Fundacion Sadosky.,Buenos Aires,Argentina,Hybrid,24/11/2024,2024,Contest,40,Jury,https://udesa.edu.ar/contarcondatos,"concurso ""contar con datos"""
Tradução + Hackathon = Traslaton rOpenSci,LatinR. rOpenSci,,Latin America,Online,18/11/2024,2024,Hackathon,20,Organizer,https://www.eventbrite.cl/e/traducao-hackathon-traslaton-ropensci-tickets-1045507530167,tradução + hackathon = traslaton ropensci
7 LatinR Conference 2024,LatinR 2024,,Latin America,Online,18-22/11/2024,2024,Conference,800,Chair,,7 latinr conference 2024
Workshop Introduccion a Github para Investigador(a|e)s,LatinR. GitHub Star,,Latin America,Online,18/11/2024,2024,Course,30,Teacher,https://www.eventbrite.cl/e/introduccion-a-github-para-investigadoraes-tickets-1045617188157?utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp&aff=ebdsshcopyurl,workshop introduccion a github para investigador(a|e)s
A comunidade R fala português,rOpenSci Community Call,,Latin America,Online,6/11/2024,2024,Community Call,20,Organizer,https://ropensci.org/commcalls/translation-portuguese/,a comunidade r fala português
Navigating the R ecosystem using R-universe,rOpenSci Community Call,,Global,Online,24/09/2024,2024,Community Call,60,Organizer,https://ropensci.org/commcalls/nov2024-r-universe/,navigating the r ecosystem using r-universe
Nerdearla Argentina,Nerdearla Argentina Conferencia,,Global,Hybrid,30/09/2024,2024,Conference,1000,Organizer,,nerdearla argentina
Nerdearla Mexico,Nerdearla Mexico Conferencia,,Global,Hybrid,30/09/2024,2024,Conference,1000,Organizer,,nerdearla mexico
Screen Reader Accessible Tools and Resources for Learning and Working with R,Champions Program Event,,Global,Online,10/09/2024,2024,Community Call,70,Organizer,https://ropensci.org/events/rsr-learn-and-use/,screen reader accessible tools and resources for learning and working with r
"CSV,Conf,v8 2024",Conferencia,,Global,In person,28/05/2024,2024,Conference,300,Organizer,,"csv,conf,v8 2024"
How rOpenSci performs peer-review,rOpenSci Champions Program,,Global,Online,15/04/2024,2024,Course,20,Organizer,,how ropensci performs peer-review
Introduccion a AgTech,UCES,,Argentina,Online,11/07-25/07,2024,Course,30,Teacher,,introduccion a agtech
Training - Developing Software Together,rOpenSci Champions Program,,Global,Online,23/07/2024,2024,Course,50,Teacher,,training - developing software together
Last Cohort Meeting - rOpenSci Champions Program,rOpenSci Champions Program,,Global,Online,13/12/2024,2024,Coworking,15,Organizer,,last cohort meeting - ropensci champions program
Gestión de Datos Masivos en el Agro,UCA,,Argentina,Online,3/10/2024,2024,Course,17,Teacher,,gestión de datos masivos en el agro
Ciencia de Datos en el Agro,UCES,,Argentina,Online,3/10-17/10,2024,Course,23,Teacher,,ciencia de datos en el agro
Role of community manager in rOpensci community,This is Tech Talks,,Global,Online,18/01/2025,2025,Podcast,2000,Speaker,https://yabellini.netlify.app/talk/2025_this_is_tech/,role of community manager in ropensci community
8 LatinR 2025 - Latinamerican Conference About the Use of R in R&D,LatinR 2025,,Latin America,Online,1-5/12/2025,2025,Conference,800,Chair,,8 latinr 2025 - latinamerican conference about the use of r in r&d
Nerdearla Argentina 2025,Conferencia,Buenos Aires,Argentina,Hybrid,23/09/2025,2025,Conference,2000,Organizer,,nerdearla argentina 2025
From Novice to Contributor: Making and Supporting First-Time Contributions to FOSS,rOpenSci,,Global,Online,20/01/2025,2025,Community Call,60,Organizer,https://ropensci.org/commcalls/first-time-contributor/,from novice to contributor: making and supporting first-time contributions to foss
"Session Open Science, R Packages, and Research Software Development","CSIDNet, rOpenSci",,Thailand,In person,20/07/2025,2025,Coworking,25,Organizer,,"session open science, r packages, and research software development"
Clinica de Aplicación para el Programa de Campeon(e|a)s de rOpenSci,rOpenSci,,Global,Online,15/04/2025,2025,Coworking,30,Organizer,https://ropensci.org/events/clinica-champions-2025-04/,clinica de aplicación para el programa de campeon(e|a)s de ropensci
"Mini-hackathons ""For first time contributors""",rOpenSci,,Global,Online,04/02/2025,2025,Hackathon,35,Organizer,,"mini-hackathons ""for first time contributors"""
"Mini-hackathons ""For first time contributors""",rOpenSci,,Global,Online,04/03/2025,2025,Hackathon,35,Organizer,,"mini-hackathons ""for first time contributors"""
Package Development - Encuentro 3,Champions Program Event,,Latin America,Online,30/09/2025,2025,Course,20,Organizer,,package development - encuentro 3
Package Development - Encuentro 2,Champions Program Event,,Latin America,Online,23/09/2025,2025,Course,20,Organizer,,package development - encuentro 2
Package Development - Encuentro 1,Champions Program Event,,Latin America,Online,16/09/2025,2025,Course,20,Organizer,,package development - encuentro 1
Code Style,Champions Program Event,,Latin America,Online,02/09/2025,2025,Course,20,Organizer,,code style
Desarrollo de Software en Comunidad - Encuentro 2,Champions Program Event,,Latin America,Online,27/08/2025,2025,Course,20,Teacher,,desarrollo de software en comunidad - encuentro 2
Desarrollo de Software en Comunidad - Encuentro 1,Champions Program Event,,Latin America,Online,20/08/2025,2025,Course,20,Teacher,,desarrollo de software en comunidad - encuentro 1
Social Coworking and Office Hours - Research Software Engineering and R (rOpenSci),rOpenSci,,Global,Online,01/07/2025,2025,Coworking,40,Organizer,,social coworking and office hours - research software engineering and r (ropensci)
rOpenSci Champions Program. A mentoring & training program for Scientific Open Source Champions,Champions Program Event,,Latin America,Online,18/06/2025,2025,Course,10,Teacher,,ropensci champions program. a mentoring & training program for scientific open source champions
Kickoff meeting for Champions,Champions Program Event,,Latin America,Online,25/06/2025,2025,Coworking,15,Organizer,,kickoff meeting for champions
Mi3rda git!,R-Ladies Santa Rosa,,Argentina,Online,24/06/2025,2025,Course,15,Organizer,,mi3rda git!
rOpenSci Champions Program. A mentoring & training program for Scientific Open Source Champions,Champions Program Event,,Latin America,Online,12/06/2025,2025,Course,10,Teacher,,ropensci champions program. a mentoring & training program for scientific open source champions
Kickoff meeting for Champions,Champions Program Event,,Latin America,Online,03/07/2025,2025,Coworking,10,Organizer,,kickoff meeting for champions
Reunión de Inicio Mentor(a|e)s - Opción 1,Champions Program Event,,Latin America,Online,27/05/2025,2025,Coworking,5,Organizer,,reunión de inicio mentor(a|e)s - opción 1
Reunión de Inicio Mentor(a|e)s - Opción 2,Champions Program Event,,Latin America,Online,28/05/2025,2025,Coworking,7,Organizer,,reunión de inicio mentor(a|e)s - opción 2
Reunión de Inicio Mentor(a|e)s - Opción 3,Champions Program Event,,Latin America,Online,30/05/2025,2025,Coworking,6,Organizer,,reunión de inicio mentor(a|e)s - opción 3
Club de Lectura de Enseñar Tecnología en Comunidad,,,,,2022-05-08,2022,Talk,,Speaker,https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/10-bookclubt3/,
How 2021 went?,,,,,2022-01-01,2022,Talk,,Speaker,https://yabellini.netlify.app/blog/2021_how2021went_en/,
"On programming, teaching, and building interactive tutorials with learnr",,,,Online,2021-01-21,2021,Talk,,Speaker,https://resources.rstudio.com/resources/rstudioglobal-2021/on-programming-teaching-and-building-interactive-tutorials-with-learnr/,
Aprendiendo {learnr} - Tutoriales interactivos,,,,,2021-01-21,2021,Talk,,Speaker,https://learning-learnr.netlify.app/,
"rOpenSci, infraestructura para una ciencia abierta en Agrometeorología",,,,,2022-09-30,2022,Talk,,Speaker,https://yabellini.netlify.app/talk/keynote_rada_2022/,
"Towards More Equitable Open Science Events: Assessing Tools, Techniques, and Frameworks for Inclusion/Exclusions",,,,Online,2022-08-09,2022,Talk,,Speaker,https://yabellini.netlify.app/talk/css_2022/,
"Geotecnologías, BigData, Aprendizaje automático y emergencias agropecuarias",,,,,2022-07-06,2022,Talk,,Speaker,https://yabellini.netlify.app/talk/seminarioaplicacionespublicas_2022/,
GitHub Stars Latin American Panel,,,,,2022-09-15,2022,Talk,,Speaker,https://sessionize.com/octogatosconf22,
[Open Course] Intro al sensoramiento Remoto utilizando R aplicado al agro,,,,,2022-09-12,2022,Talk,,Speaker,https://yabellini.netlify.app/courses/agri_remote_sensing/,
10 reglas para organizar un Club de Lectura (on-line) exitoso,,,,,2022-10-13,2022,Talk,,Speaker,https://yabellini.netlify.app/talk/latinr_2022_book_club/,
Datos y digitalización del sector agropecuario,,,,,2022-02-20,2022,Talk,,Speaker,https://youtu.be/JUBySmXqwc4,
Gaps & Opportunities for Inclusive Multilingual Data Science,,,,,2022-02-11,2022,Talk,,Speaker,https://yabellini.netlify.app/talk/ttw_firechat_2022/,
Building inclusive communities,,,,,2022-02-19,2022,Talk,,Speaker,https://yabellini.netlify.app/talk/asiar_2022/,
Generando tutoriales interactivos con el paquete {learnr},,,,,2022-04-23,2022,Talk,,Speaker,https://yabellini.netlify.app/courses/tutorialesinteractivos_intro/,
Enabling Inclusive Research Conferencing in the ‘Post-Pandemic Era’,,,,,2022-04-29,2022,Talk,,Speaker,https://pad.sfconservancy.org/p/ttw-fireside-chat-apr2022,
The Carpentries - Instructor Training,,,,,2022-03-10,2022,Event Organization,,Organizer,https://yabellini.github.io/2022-05-10-ttt-online-spanish/,
Taller learnr - R-Ladies BA,,,,,2022-03-10,2022,Talk,,Speaker,https://yabellini.netlify.app/courses/tutorialesinteractivos_intro/,
Desde las hojas de cálculo a R,,,,,2022-05-17,2022,Talk,,Speaker,https://www.youtube.com/watch?v=qOpXUo6epr0,
"Bueno, bonito y barato: reportes reproducibles con Rmarkdown",,,,,2022-05-28,2022,Talk,,Speaker,https://t.co/rF9rdTN0GB,
useR! Conference 2022,,,,Online,2022-06-20,2022,Event Organization,,Organizer,https://user2022.r-project.org/,
Bug Barbecue,,,,Online,2022-06-23,2022,Event Organization,,Organizer,https://contributor.r-project.org/events/bug-bbq,
LatinR 2022|  Conferencia Latinoamericana sobre Uso de R en Investigación + Desarrollo,,,,,2022-10-10,2022,Event Organization,,Organizer,https://latin-r.com/,
Datos y digitalización del sector agropecuario,,,,,2022-02-20,2022,Video/Podcast,,Participant,https://youtu.be/JUBySmXqwc4,
Episodio 27 del podcast AgroVision.,,,,,2021-06-04,2021,Video/Podcast,,Participant,https://open.spotify.com/episode/7cDJJo6OcAhswDyjE0noYe?si=gS-6jmW2TSGw2tjqcVIW7g,
useR! 2021 The R Conference,,,,Online,2021-07-05,2021,Event Organization,,Organizer,https://user2021.r-project.org/,
LatinR 2021| Conferencia Latinoamericana sobre Uso de R en Investigación + Desarrollo,,,,,2021-11-08,2021,Event Organization,,Organizer,https://latin-r.com/,
Introduction to online teaching essentials,,,,Online,2020-06-20,2020,Event Organization,,Organizer,https://www.metadocencia.org/en/curso/intro-abc-online/,
Teaching on-line essentials,,,,Online,2020-10-03,2020,Event Organization,,Organizer,https://www.meetup.com/es/rladies-santa-rosa/events/273506766/,
Introduction to online teaching essentials,,,,Online,2020-06-18,2020,Event Organization,,Organizer,https://www.metadocencia.org/en/curso/intro-abc-online/,
BoF Measure Impact in Educational Events,,,,,2021-05-05,2021,Event Organization,,Organizer,https://csvconf.com/,
Cómo hacer una reunión virtual inolvidable (sin morir en el intento),,,,Online,2020-07-01,2020,Talk,,Speaker,https://www.meetup.com/es/rladies-santa-rosa/events/271529806/,
49 Jornadas Argentinas de Informática e Investigación Operativa,,,,,2020-10-30,2020,Event Organization,,Organizer,https://49jaiio.sadio.org.ar/,
LatinR -> Conferencia Latinoamerica de R para Investigación y Desarrollo,,,,Online,2020-10-07,2020,Event Organization,,Organizer,https://github.com/LatinR/presentaciones-LatinR2020,
RStudio Instructor Certification Webinar,,,,,2020-06-12,2020,Talk,,Speaker,https://youtu.be/582tMkPvloU,
Mujeres en STEAM - ¿Quién es Yanina Bellini Saibene?,,,,,2020-06-26,2020,Video/Podcast,,Participant,https://youtu.be/_SmnmK6DgOg,
Cadena de datos Episodio 37. Entrevista a Yanina Bellini Saibene,,,,,2021-02-03,2021,Video/Podcast,,Participant,https://youtu.be/5usE2w2v33E,
Facilitating discussions around DEI,,,,,2021-04-27,2021,Talk,,Speaker,https://www.cscce.org/event/dei-sig-facilitating-discussions-around-dei/,
Como enseñar a programar on-line,,,,,2021-03-22,2021,Event Organization,,Organizer,https://www.metadocencia.org/curso/programar/,
Intro al ABC para enseñar on-line,,,,,2021-03-20,2021,Event Organization,,Organizer,https://www.metadocencia.org/curso/intro-abc-online/,
R-Ladies 2020 and TidyModels,,,,,2020-12-07,2020,Event Organization,,Organizer,https://rladiesenargentina.github.io/Resumen_meetups_2020/,
Cómo enseñar a programar online,,,,Online,2021-04-24,2021,Event Organization,,Organizer,https://www.metadocencia.org/curso/programar/,
Comunidades de práctica - Mujeres que inspiran,,,,,2021-02-12,2021,Talk,,Speaker,https://twitter.com/CientificasEC,
Intro al ABC para enseñar on-line,,,,,2021-02-26,2021,Event Organization,,Organizer,https://www.metadocencia.org/curso/intro-abc-online/,
Procesando datos espaciales con R,,,,,2020-11-03,2020,Hackathon,,Participant,https://desafiosagtech.com/,
Aplicaciones de Ciencias de Datos en el sector agropecuario,,,,,2021-05-14,2021,Talk,,Speaker,https://congreso.see-ec.org/,
Hacia una red de práctica sobre comunidades de práctica,,,,,2020-11-12,2020,Talk,,Speaker,https://www.youtube.com/watch?v=7faW466eccM,
Generando tutoriales interactivos con el paquete learnr,,,,Online,2020-10-02,2020,Event Organization,,Organizer,https://www.meetup.com/es/rladies-santa-rosa/events/273513242/,
Predictive modeling with text using tidy data principles - useR! 2020 tutorial,,,,,2020-07-24,2020,Event Organization,,Organizer,https://www.meetup.com/es/rladies-santa-rosa/events/271927045/,
Ciencia de datos aplicada al sector agropecuario,,,,,2021-05-01,2021,Talk,,Speaker,https://twitter.com/wids_lapaz,
¿Qué es un poster?,,,,,2020-12-12,2020,Talk,,Speaker,https://twitter.com/rladieslapaz,
La ciencia de datos al servicio del sector agropecuario,,,,,2021-03-10,2021,Talk,,Speaker,https://www.austral.edu.ar/cienciasempresariales/conocimiento-e-impacto/austral-en-linea/webinars-2021/,
Primeros pasos con GIT,,,,,2020-05-18,2020,Talk,,Speaker,https://www.meetup.com/es/rladies-santa-rosa/events/270668823/,
Aprendé a hacer ejercicios interactivos de R con learnr.,,,,,2021-05-08,2021,Event Organization,,Organizer,https://www.meetup.com/es/renbaires/events/277921094/,
Geotecnologías aplicadas al sector agropecuario,,,,Online,2021-02-11,2021,Talk,,Speaker,https://youtu.be/k3rS2vIZaLc,
Taller de Imagenes satelitales para uso agropecuario,,,,Online,2020-11-17,2020,Talk,,Speaker,https://inta.gob.ar/eventos/uso-y-analisis-de-imagenes-satelitales-en-el-agro,
R-Ladies+ Invita a useR!,,,,,2021-04-28,2021,Event Organization,,Organizer,https://www.meetup.com/es/rladies-santa-rosa/events/277740852/,
"On programming, teaching, and building interactive tutorials with learnr",,,,Online,2021-01-21,2021,Talk,,Speaker,https://www.rstudio.com/resources/rstudioglobal-2021/on-programming-teaching-and-building-interactive-tutorials-with-learnr/,
Intro al ABC para enseñar on-line,,,,Online,2020-05-16,2020,Event Organization,,Organizer,https://www.metadocencia.org/curso/intro-abc-online/,
"CSV,Conf",,,,Online,2023-04-17,2023,Event Organization,,Organizer,https://csvconf.com/,
Enseñar Tecnología en Comunidad,,,,,2023-06-19,2023,Event Organization,,Organizer,https://yabellini.netlify.app/courses/t3es/,
rOpenSci Mentoring & training program for Scientific Open Source Champions. Kickoff meeting 1.,,,,,2023-01-24,2023,Event Organization,,Organizer,https://yabellini.netlify.app/talk/2023_kickoff_meting_1/,
rOpenSci Mentoring & training program for Scientific Open Source Champions. Kickoff Meeting 2,,,,,2023-01-27,2023,Event Organization,,Organizer,https://yabellini.netlify.app/talk/2023_kickoff_meting_2/,
Nerdearla,,,,,2023-07-31,2023,Event Organization,,Organizer,https://nerdear.la/,
Developing Software Together (training for champions program applicants),,,,,2023-05-19,2023,Event Organization,,Organizer,https://ropensci.org/events/2023-05-19-developing-software-together/,
How to contribute to base R (champions training),,,,,2023-05-18,2023,Event Organization,,Organizer,https://ropensci.org/events/2023-05-18-how-to-contribute-base-r/,
How rOpenSci performs peer-review,,,,,2023-04-04,2023,Event Organization,,Organizer,https://ropensci.org/events/2023-04-04-how-ropensci-review/,
Package Development: Not Rocket Science (champions training),,,,,2023-03-23,2023,Event Organization,,Organizer,https://ropensci.org/events/2023-03-23-pkg-dev-not-rocket-science-champions/,
Package Development: the Mechanics (champions training),,,,,2023-03-14,2023,Event Organization,,Organizer,https://ropensci.org/events/2023-03-14-pkg-dev-mechanics-champions/,
rOpenSci Champions Program. Mentorship Training and Orientation,,,,,2023-02-21,2023,Event Organization,,Organizer,https://ropensci.org/events/2023-03-01-mentor-orientation/,
Let's Talk Community with Yanina Bellini Saibene,,,,,2023-08-04,2023,Video/Podcast,,Participant,https://blog.dataumbrella.org/yanina-community,
LatinR 2023| Conferencia Latinoamericana sobre Uso de R en Investigación + Desarrollo,,,,Online,2023-10-18,2023,Event Organization,,Organizer,https://latin-r.com/,
Nerdearla Argentina y Mexico,,,,,2024-10-01,2024,Event Organization,,Organizer,https://nerdear.la/en/,
Social Coworking and Office Hours - Champions Program Application Clinic,,,,,2023-08-23,2023,Event Organization,,Organizer,https://ropensci.org/events/coworking-2023-08-23/,
Social Coworking and Office Hours - Champions Program Application Clinic,,,,,2023-08-17,2023,Event Organization,,Organizer,https://ropensci.org/events/coworking-2023-08-17/,
Charla R Consortium,,,,,2023-10-20,2023,Talk,,Speaker,https://yabellini.netlify.app/talk/2023_latinr_rconsortium/,
"rOpenSci News Digest, November 2023",,,,,2023-11-24,2023,Other,,Other,https://ropensci.org/blog/2023/11/24/news-november-2023/,
"rOpenSci News Digest, October 2023",,,,,2023-10-20,2023,Other,,Other,https://ropensci.org/blog/2023/10/20/news-october-2023/,
"rOpenSci News Digest, September 2023",,,,,2023-09-22,2023,Other,,Other,https://ropensci.org/blog/2023/09/22/news-september-2023/,
"rOpenSci News Digest, August 2023",,,,,2023-08-25,2023,Other,,Other,https://ropensci.org/blog/2023/08/25/news-august-2023/,
"rOpenSci News Digest, July 2023",,,,,2023-07-21,2023,Other,,Other,https://ropensci.org/blog/2023/07/21/news-july-2023/,
"rOpenSci News Digest, June 2023",,,,,2023-06-22,2023,Other,,Other,https://ropensci.org/blog/2023/06/22/ropensci-news-digest-june-2023/,
"rOpenSci News Digest, May 2023",,,,,2023-05-19,2023,Other,,Other,https://ropensci.org/blog/2023/05/19/ropensci-news-digest-may-2023/,
"rOpenSci News Digest, April 2023",,,,,2023-04-21,2023,Other,,Other,https://ropensci.org/blog/2023/04/21/ropensci-news-digest-april-2023/,
