Title,Year,Type_Long,Type,Link
"La soja ganó la batalla. Lorda, H; Bellini Saibene Y.; Sipowicz A. Diario La Reforma. General Pico, La Pampa. 31 de Marzo de 2001.",2001,Popular science articles,Popular science articles,
"Lo que queda después del fuego. Sipowicz, A; Lorda, H; Lucchetti, P; Bellini Saibene Y. La Arena del Campo. Diario La Arena. Santa Rosa, La Pampa. 28 de Abril 2001.",2001,Popular science articles,Popular science articles,
"Los incendios rurales. Bellini Yanina, Lucchetti, Pablo, Lorda, Héctor. Agro RADAR Boletín Informativo Nº 6. ISSN: 1666 - 6852. Pp. 6-7. Marzo 2001.",2001,Popular science articles,Popular science articles,
"Los resultados del Trigo”. Superficie, rendimiento y producción de la campaña 2001/2002. Lorda, H. Bellini Saibene, Y. AgroRADAR Boletín Informativo Nº 15. ISSN: 1666 - 6852. Pp. 29-30. Diciembre 2001.",2001,Popular science articles,Popular science articles,
"Orientación de la producción bovina en la región RADAR. Lorda, H; Bellini Saibene Y. Desafio 21 Nº 15. pp 24-25. Junio 2001.",2001,Popular science articles,Popular science articles,
RADAR Informa. Forrajes & Granos. Agribusiness Journal. Año 6 Nº 71. Diciembre 2001. Páginas 12 a 14.,2001,Popular science articles,Popular science articles,
"RADAR: Un Movimiento Institucional en Apoyo del Desarrollo Regional. Coma, C.; Sipowicz, A.; Bellini Saibene, Y.; Lorda, H. Actas del VII Encuentro de la Asociación Panamericana de Bolsas de Productos. Buenos Aires. Capital Federal. Argentina. Noviembre de 2001. Buenos Aires.",2001,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,
"Relevamiento Ganadero. Lorda, H; Bellini Saibene Y. AgroRADAR Boletín Informativo Nº 8. ISSN: 1666 - 6852. Pp. 8. Mayo 2001.",2001,Popular science articles,Popular science articles,
"Zona VI. Lorda, Héctor; Campi, Eduardo; Bellini, Yanina. Agro RADAR Boletín Informativo Nº 7. ISSN: 1666 - 6852. Pp. 1-3. Abril 2001.",2001,Popular science articles,Popular science articles,
"Zona VII. Campi, Eduardo; Bellini Saibene, Yanina. AgroRADAR Boletín Informativo Nº 8. ISSN: 1666 - 6852. Pp. 1-3. Mayo 2001.",2001,Popular science articles,Popular science articles,
"Zona VIII. Campi, Eduardo; Bellini Saibene, Yanina. AgroRADAR Boletín Informativo Nº 9. ISSN: 1666 - 6852. Pp. 1-3. Junio 2001.",2001,Popular science articles,Popular science articles,
Aplicación de un Sistema de Información Geográfico aplicado al Agro. Sipowicz A.; Lorda H.O.; Bellini Saibene Y.; Lucchetti P. AgroInformática 2000. 8 al 10 de Diciembre. La Dulce. Buenos Aires.,2000,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,
Clasificación Supervisada de Imágenes Satelitales. Sipowicz A.; Lorda H.O.; Bellini Saibene Y.; Lucchetti P. AgroInformática 2000. 8 al 10 de Diciembre. La Dulce. Buenos Aires.,2000,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,
"Estimación de Intención de Siembra de Trigo Campaña 00/01. Lorda, H.; Bellini Saibene, Y. La Arena del Campo. Diario La Arena, Santa Rosa, La Pampa. 16 de Septiembre de 2000.",2000,Popular science articles,Popular science articles,
"Informe “Evaluación de Pérdidas Económicas por Efecto de las Inundaciones en el Norte de la Provincia de La Pampa”, Bellini Saibene Y.; Casagrande, G.; Caviglia, J.; Colazo, R.; Lorda, H.;Roberto, Z.; Sipowicz, A. Abril 2000.",2000,Journals,Journals,
"Inundaciones y Teledetección. Roberto, Z.; Casagrande, G.; Bellini Saibene, Y.; Lorda, H.O.; Sipowicz, A.. Boletín AgroRADAR N1 5. Octubre 2000",2000,Articulo de Divulgación,Popular science articles,
Manejo de Información Agroeconómica utilizando Base de Datos. Sipowicz A.; Lorda H.O.; Bellini Saibene Y.; Lucchetti P. AgroInformática 2000. 8 al 10 de Diciembre. La Dulce. Buenos Aires.,2000,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,
"Producción de Girasol Campaña 99/00. Sipowicz, A., Lorda, H.; Bellini Saibene, Y. La Arena del Campo. Diario La Arena, Santa Rosa, La Pampa. 18 de marzo de 2000.",2000,Popular science articles,Popular science articles,
Red Agroeconómica de Administración de Recursos. R.A.D.A.R. Sipowicz A.; Lorda H.O.; Bellini Saibene Y.; Lucchetti P. AgroInformática 2000. 8 al 10 de Diciembre. La Dulce. Buenos Aires.,2000,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,
"Resultados de la Encuesta Agrícola 1999. I. Región Pampeana del Proyecto RADAR. Lorda, H.; Bellini Saibene, Y.; Sipowicz, A.; Colazo, R.; Roberto, Z.; Sarasola, J.; Lucchetti, P. Boletín de divulgación Técnica Nº 1. Marzo 2000. 50 pp. Ediciones AgroRADAR.",2000,Journals,Journals,
"Zona I. Provincia de La Pampa. Lorda, H; Bellini Saibene Y. Agro RADAR Boletín Informativo Nº 2. ISSN: 1666 - 6852. Pp. 1-2. Septiembre 2000.",2000,Popular science articles,Popular science articles,
"Zona II. Provincia de La Pampa. Lorda, H; Bellini Saibene Y. Agro RADAR Boletín Informativo Nº 3. ISSN: 1666 - 6852. Pp. 1-2. Octubre 2000.",2000,Popular science articles,Popular science articles,
"Zona III. Provincia de La Pampa. Lorda, H; Bellini Saibene Y. Agro RADAR Boletín Informativo Nº 4. ISSN: 1666 - 6852. Pp. 1-2. Noviembre 2000.",2000,Popular science articles,Popular science articles,
"Zona IV. Provincia de La Pampa. Lorda, H; Bellini Saibene Y. Agro RADAR Boletín Informativo Nº 5. ISSN: 1666 - 6852. Pp. 1-2. Diciembre 2000.",2000,Popular science articles,Popular science articles,
"Evaluación del Área Anegada del Noreste de La Pampa Mediante Teledetección. Sipowicz, A.; Roberto, Z.; Casagrande, G.; Lorda, H. O.; Gomez Hermida, V.; Bellini Saibene, Y. y Sarasola, J. A. Actas de las VII Jornadas Pampeanas de Ciencias Naturales, Consejo Profesional de Ciencias Naturales de La Pampa y Facultad de Ciencias Exactas y Naturales, UNLPam. 1 al 3 de Diciembre de 1999. Santa Rosa.",1999,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,
"Evaluación del Área Anegada del Noreste de La Pampa. Sipowicz, A.; Roberto, Z.; Casagrande, G.; Lorda, H. O.; Gomez Hermida, V.; Bellini Saibene, Y. y Sarasola, J. A. La Reforma. Mayo 1999.",1999,Popular science articles,Popular science articles,
"Inundaciones el Noreste de la Provincia de La Pampa. Lorda, H.O., Roberto, Z.; Casagrande, G.; Gomez Hermida, V.; Bellini Saibene, Y. La Arena del Campo. Diario La Arena, Santa Rosa, La Pampa. Mayo. 1999.",1999,Popular science articles,Popular science articles,
"Internet. La red de redes. Bellini Saibene, Y.; Vega, J.; Muñoz, V.; Bruno, V. Cuartas Jornadas sobre Informática, Educación y Sociedad. 31 de Octubre y 1 de Noviembre de 1998. Colegio Universitario Liceo Informático II, Santa Rosa (LP)",1998,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,
